Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,State
578,Jaipur,Jaipur (F&V),Onion,Other,FAQ,1700,3000,2350,18-Oct-23,
579,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2400,3200,2800,21-Jun-24,
580,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,3500,3000,12-Jul-24,
581,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,4000,3250,20-Nov-24,
582,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,4500,3500,21-Oct-24,
583,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2500,4600,3550,29-Oct-24,
584,Jaipur,Jaipur (F&V),Onion,Other,FAQ,2700,3500,3100,08-Aug-24,
585,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4200,3600,19-Nov-24,
586,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4300,3650,29-Aug-24,
587,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3000,4800,3900,30-Nov-23,
588,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3500,4500,4000,30-Sep-24,
589,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3217,4985,4007,12-Aug-25,Rajasthan
590,Pune,Pune,Onion,Other,FAQ,3195,4750,3934,12-Aug-25,Maharashtra
591,Agra,Achhnera,Onion,Other,FAQ,3204,4396,3879,12-Aug-25,Uttar Pradesh
592,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3326,4731,4121,13-Aug-25,Rajasthan
593,Pune,Pune,Onion,Other,FAQ,3600,4825,4170,13-Aug-25,Maharashtra
594,Agra,Achhnera,Onion,Other,FAQ,3485,4964,4119,13-Aug-25,Uttar Pradesh
595,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3438,4567,4037,14-Aug-25,Rajasthan
596,Pune,Pune,Onion,Other,FAQ,3144,4454,3868,14-Aug-25,Maharashtra
597,Agra,Achhnera,Onion,Other,FAQ,3444,4998,3999,14-Aug-25,Uttar Pradesh
598,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3175,4377,3892,15-Aug-25,Rajasthan
599,Pune,Pune,Onion,Other,FAQ,3455,4607,3993,15-Aug-25,Maharashtra
600,Agra,Achhnera,Onion,Other,FAQ,3521,4748,4190,15-Aug-25,Uttar Pradesh
601,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3199,4367,3900,16-Aug-25,Rajasthan
602,Pune,Pune,Onion,Other,FAQ,3431,4929,4016,16-Aug-25,Maharashtra
603,Agra,Achhnera,Onion,Other,FAQ,3256,4693,3779,16-Aug-25,Uttar Pradesh
604,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3268,4644,3720,17-Aug-25,Rajasthan
605,Pune,Pune,Onion,Other,FAQ,3264,4428,3754,17-Aug-25,Maharashtra
606,Agra,Achhnera,Onion,Other,FAQ,3165,4121,3714,17-Aug-25,Uttar Pradesh
607,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3330,4276,3808,18-Aug-25,Rajasthan
608,Pune,Pune,Onion,Other,FAQ,3219,4749,3828,18-Aug-25,Maharashtra
609,Agra,Achhnera,Onion,Other,FAQ,2971,4076,3695,18-Aug-25,Uttar Pradesh
610,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3307,4203,3785,19-Aug-25,Rajasthan
611,Pune,Pune,Onion,Other,FAQ,2884,3911,3496,19-Aug-25,Maharashtra
612,Agra,Achhnera,Onion,Other,FAQ,3217,4435,3821,19-Aug-25,Uttar Pradesh
613,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3118,4592,3843,20-Aug-25,Rajasthan
614,Pune,Pune,Onion,Other,FAQ,3386,4692,4121,20-Aug-25,Maharashtra
615,Agra,Achhnera,Onion,Other,FAQ,3201,4394,3670,20-Aug-25,Uttar Pradesh
616,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3284,4160,3773,21-Aug-25,Rajasthan
617,Pune,Pune,Onion,Other,FAQ,3090,4342,3757,21-Aug-25,Maharashtra
618,Agra,Achhnera,Onion,Other,FAQ,3359,4752,3967,21-Aug-25,Uttar Pradesh
619,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3323,4533,3991,22-Aug-25,Rajasthan
620,Pune,Pune,Onion,Other,FAQ,3279,4373,3835,22-Aug-25,Maharashtra
621,Agra,Achhnera,Onion,Other,FAQ,3610,4872,4061,22-Aug-25,Uttar Pradesh
622,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3688,4881,4174,23-Aug-25,Rajasthan
623,Pune,Pune,Onion,Other,FAQ,3404,5081,4068,23-Aug-25,Maharashtra
624,Agra,Achhnera,Onion,Other,FAQ,3423,4252,3855,23-Aug-25,Uttar Pradesh
625,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3507,4541,3910,24-Aug-25,Rajasthan
626,Pune,Pune,Onion,Other,FAQ,3360,4788,3840,24-Aug-25,Maharashtra
627,Agra,Achhnera,Onion,Other,FAQ,3566,5006,4046,24-Aug-25,Uttar Pradesh
628,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3407,4370,3872,25-Aug-25,Rajasthan
629,Pune,Pune,Onion,Other,FAQ,3215,4262,3820,25-Aug-25,Maharashtra
630,Agra,Achhnera,Onion,Other,FAQ,3400,4464,3795,25-Aug-25,Uttar Pradesh
631,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3594,4792,4046,26-Aug-25,Rajasthan
632,Pune,Pune,Onion,Other,FAQ,3175,4817,3943,26-Aug-25,Maharashtra
633,Agra,Achhnera,Onion,Other,FAQ,3558,4872,4161,26-Aug-25,Uttar Pradesh
634,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3282,4374,3975,27-Aug-25,Rajasthan
635,Pune,Pune,Onion,Other,FAQ,3740,5084,4254,27-Aug-25,Maharashtra
636,Agra,Achhnera,Onion,Other,FAQ,3633,4543,4101,27-Aug-25,Uttar Pradesh
637,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3295,5071,4109,28-Aug-25,Rajasthan
638,Pune,Pune,Onion,Other,FAQ,3578,4669,4201,28-Aug-25,Maharashtra
639,Agra,Achhnera,Onion,Other,FAQ,3534,4778,4081,28-Aug-25,Uttar Pradesh
640,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3469,4796,4299,29-Aug-25,Rajasthan
641,Pune,Pune,Onion,Other,FAQ,3624,5350,4450,29-Aug-25,Maharashtra
642,Agra,Achhnera,Onion,Other,FAQ,3644,4984,4095,29-Aug-25,Uttar Pradesh
643,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3472,4660,4023,30-Aug-25,Rajasthan
644,Pune,Pune,Onion,Other,FAQ,3437,4689,4254,30-Aug-25,Maharashtra
645,Agra,Achhnera,Onion,Other,FAQ,3589,4808,4234,30-Aug-25,Uttar Pradesh
646,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3514,4952,4095,31-Aug-25,Rajasthan
647,Pune,Pune,Onion,Other,FAQ,3273,4754,4053,31-Aug-25,Maharashtra
648,Agra,Achhnera,Onion,Other,FAQ,3624,5044,4142,31-Aug-25,Uttar Pradesh
649,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3562,4581,4107,01-Sep-25,Rajasthan
650,Pune,Pune,Onion,Other,FAQ,3615,4716,4148,01-Sep-25,Maharashtra
651,Agra,Achhnera,Onion,Other,FAQ,3596,4844,4130,01-Sep-25,Uttar Pradesh
652,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3674,5263,4217,02-Sep-25,Rajasthan
653,Pune,Pune,Onion,Other,FAQ,3614,4785,4186,02-Sep-25,Maharashtra
654,Agra,Achhnera,Onion,Other,FAQ,3306,4669,4019,02-Sep-25,Uttar Pradesh
655,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3688,4888,4141,03-Sep-25,Rajasthan
656,Pune,Pune,Onion,Other,FAQ,3783,4747,4218,03-Sep-25,Maharashtra
657,Agra,Achhnera,Onion,Other,FAQ,3634,4943,4076,03-Sep-25,Uttar Pradesh
658,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3480,4446,3964,04-Sep-25,Rajasthan
659,Pune,Pune,Onion,Other,FAQ,3547,4601,3951,04-Sep-25,Maharashtra
660,Agra,Achhnera,Onion,Other,FAQ,3670,5094,4274,04-Sep-25,Uttar Pradesh
661,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3330,4589,3926,05-Sep-25,Rajasthan
662,Pune,Pune,Onion,Other,FAQ,3621,5062,4061,05-Sep-25,Maharashtra
663,Agra,Achhnera,Onion,Other,FAQ,3422,5160,4185,05-Sep-25,Uttar Pradesh
664,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3488,4996,4195,06-Sep-25,Rajasthan
665,Pune,Pune,Onion,Other,FAQ,3625,4941,4162,06-Sep-25,Maharashtra
666,Agra,Achhnera,Onion,Other,FAQ,3538,5051,4302,06-Sep-25,Uttar Pradesh
667,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3599,4587,4074,07-Sep-25,Rajasthan
668,Pune,Pune,Onion,Other,FAQ,3823,5297,4358,07-Sep-25,Maharashtra
669,Agra,Achhnera,Onion,Other,FAQ,3229,4426,3922,07-Sep-25,Uttar Pradesh
670,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3884,5035,4432,08-Sep-25,Rajasthan
671,Pune,Pune,Onion,Other,FAQ,3316,4447,3824,08-Sep-25,Maharashtra
672,Agra,Achhnera,Onion,Other,FAQ,3671,4589,4150,08-Sep-25,Uttar Pradesh
673,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3358,5022,4164,09-Sep-25,Rajasthan
674,Pune,Pune,Onion,Other,FAQ,3766,4814,4193,09-Sep-25,Maharashtra
675,Agra,Achhnera,Onion,Other,FAQ,3463,4714,4047,09-Sep-25,Uttar Pradesh
676,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3289,4519,3996,10-Sep-25,Rajasthan
677,Pune,Pune,Onion,Other,FAQ,3854,5021,4287,10-Sep-25,Maharashtra
678,Agra,Achhnera,Onion,Other,FAQ,3346,4776,4143,10-Sep-25,Uttar Pradesh
679,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3440,4628,3941,11-Sep-25,Rajasthan
680,Pune,Pune,Onion,Other,FAQ,3410,4971,4109,11-Sep-25,Maharashtra
681,Agra,Achhnera,Onion,Other,FAQ,3297,4714,4000,11-Sep-25,Uttar Pradesh
682,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3588,4647,4087,12-Sep-25,Rajasthan
683,Pune,Pune,Onion,Other,FAQ,3343,4841,4168,12-Sep-25,Maharashtra
684,Agra,Achhnera,Onion,Other,FAQ,3582,5107,4348,12-Sep-25,Uttar Pradesh
685,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3586,5094,4165,13-Sep-25,Rajasthan
686,Pune,Pune,Onion,Other,FAQ,3567,4649,4165,13-Sep-25,Maharashtra
687,Agra,Achhnera,Onion,Other,FAQ,3615,4920,4266,13-Sep-25,Uttar Pradesh
688,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3575,4933,4107,14-Sep-25,Rajasthan
689,Pune,Pune,Onion,Other,FAQ,3710,4731,4239,14-Sep-25,Maharashtra
690,Agra,Achhnera,Onion,Other,FAQ,3467,5021,4036,14-Sep-25,Uttar Pradesh
691,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3540,4544,4077,15-Sep-25,Rajasthan
692,Pune,Pune,Onion,Other,FAQ,3357,4906,4168,15-Sep-25,Maharashtra
693,Agra,Achhnera,Onion,Other,FAQ,3707,5018,4344,15-Sep-25,Uttar Pradesh
694,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3536,5076,4127,16-Sep-25,Rajasthan
695,Pune,Pune,Onion,Other,FAQ,3241,4659,3985,16-Sep-25,Maharashtra
696,Agra,Achhnera,Onion,Other,FAQ,3374,5216,4218,16-Sep-25,Uttar Pradesh
697,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3568,4980,4124,17-Sep-25,Rajasthan
698,Pune,Pune,Onion,Other,FAQ,3401,4621,4077,17-Sep-25,Maharashtra
699,Agra,Achhnera,Onion,Other,FAQ,3706,4941,4143,17-Sep-25,Uttar Pradesh
700,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3541,4993,4005,18-Sep-25,Rajasthan
701,Pune,Pune,Onion,Other,FAQ,3897,5095,4428,18-Sep-25,Maharashtra
702,Agra,Achhnera,Onion,Other,FAQ,3608,4547,4076,18-Sep-25,Uttar Pradesh
703,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3468,5014,4179,19-Sep-25,Rajasthan
704,Pune,Pune,Onion,Other,FAQ,3462,4724,4006,19-Sep-25,Maharashtra
705,Agra,Achhnera,Onion,Other,FAQ,3484,4776,4325,19-Sep-25,Uttar Pradesh
706,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3463,4681,4235,20-Sep-25,Rajasthan
707,Pune,Pune,Onion,Other,FAQ,3600,4743,4273,20-Sep-25,Maharashtra
708,Agra,Achhnera,Onion,Other,FAQ,3526,4895,4298,20-Sep-25,Uttar Pradesh
709,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3498,4560,4061,21-Sep-25,Rajasthan
710,Pune,Pune,Onion,Other,FAQ,3248,4370,3965,21-Sep-25,Maharashtra
711,Agra,Achhnera,Onion,Other,FAQ,3627,4845,4239,21-Sep-25,Uttar Pradesh
712,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3396,4940,4132,22-Sep-25,Rajasthan
713,Pune,Pune,Onion,Other,FAQ,3546,4712,4174,22-Sep-25,Maharashtra
714,Agra,Achhnera,Onion,Other,FAQ,3734,4901,4229,22-Sep-25,Uttar Pradesh
715,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3483,4580,4103,23-Sep-25,Rajasthan
716,Pune,Pune,Onion,Other,FAQ,3381,4812,4148,23-Sep-25,Maharashtra
717,Agra,Achhnera,Onion,Other,FAQ,3347,4556,3813,23-Sep-25,Uttar Pradesh
718,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3489,4722,4110,24-Sep-25,Rajasthan
719,Pune,Pune,Onion,Other,FAQ,3490,4670,4005,24-Sep-25,Maharashtra
720,Agra,Achhnera,Onion,Other,FAQ,3724,5037,4147,24-Sep-25,Uttar Pradesh
721,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3392,5013,4016,25-Sep-25,Rajasthan
722,Pune,Pune,Onion,Other,FAQ,3579,4719,4218,25-Sep-25,Maharashtra
723,Agra,Achhnera,Onion,Other,FAQ,3601,4959,4260,25-Sep-25,Uttar Pradesh
724,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3665,4630,4087,26-Sep-25,Rajasthan
725,Pune,Pune,Onion,Other,FAQ,3413,4964,4003,26-Sep-25,Maharashtra
726,Agra,Achhnera,Onion,Other,FAQ,3485,4762,4210,26-Sep-25,Uttar Pradesh
727,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3781,4949,4347,27-Sep-25,Rajasthan
728,Pune,Pune,Onion,Other,FAQ,3629,4800,4311,27-Sep-25,Maharashtra
729,Agra,Achhnera,Onion,Other,FAQ,3670,4584,4161,27-Sep-25,Uttar Pradesh
730,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3606,4894,4127,28-Sep-25,Rajasthan
731,Pune,Pune,Onion,Other,FAQ,3363,4858,4127,28-Sep-25,Maharashtra
732,Agra,Achhnera,Onion,Other,FAQ,3631,4884,4120,28-Sep-25,Uttar Pradesh
733,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3498,5068,4232,29-Sep-25,Rajasthan
734,Pune,Pune,Onion,Other,FAQ,3820,5236,4306,29-Sep-25,Maharashtra
735,Agra,Achhnera,Onion,Other,FAQ,3501,5083,4075,29-Sep-25,Uttar Pradesh
736,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3436,4777,4164,30-Sep-25,Rajasthan
737,Pune,Pune,Onion,Other,FAQ,3371,4721,4136,30-Sep-25,Maharashtra
738,Agra,Achhnera,Onion,Other,FAQ,3192,4878,3938,30-Sep-25,Uttar Pradesh
739,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3710,4891,4241,01-Oct-25,Rajasthan
740,Pune,Pune,Onion,Other,FAQ,3326,4805,4145,01-Oct-25,Maharashtra
741,Agra,Achhnera,Onion,Other,FAQ,3458,4914,4243,01-Oct-25,Uttar Pradesh
742,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3531,4581,4123,02-Oct-25,Rajasthan
743,Pune,Pune,Onion,Other,FAQ,3654,5071,4147,02-Oct-25,Maharashtra
744,Agra,Achhnera,Onion,Other,FAQ,3416,5090,4228,02-Oct-25,Uttar Pradesh
745,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3738,4715,4281,03-Oct-25,Rajasthan
746,Pune,Pune,Onion,Other,FAQ,3750,4829,4205,03-Oct-25,Maharashtra
747,Agra,Achhnera,Onion,Other,FAQ,3452,4669,4081,03-Oct-25,Uttar Pradesh
748,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3499,4658,4121,04-Oct-25,Rajasthan
749,Pune,Pune,Onion,Other,FAQ,3461,5171,4241,04-Oct-25,Maharashtra
750,Agra,Achhnera,Onion,Other,FAQ,3766,5137,4206,04-Oct-25,Uttar Pradesh
751,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3657,5184,4234,05-Oct-25,Rajasthan
752,Pune,Pune,Onion,Other,FAQ,3478,4474,4054,05-Oct-25,Maharashtra
753,Agra,Achhnera,Onion,Other,FAQ,3919,5429,4451,05-Oct-25,Uttar Pradesh
754,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3586,4617,4110,06-Oct-25,Rajasthan
755,Pune,Pune,Onion,Other,FAQ,3704,5442,4447,06-Oct-25,Maharashtra
756,Agra,Achhnera,Onion,Other,FAQ,3352,4471,4038,06-Oct-25,Uttar Pradesh
757,Jaipur,Jaipur (F&V),Onion,Other,FAQ,4037,5207,4505,07-Oct-25,Rajasthan
758,Pune,Pune,Onion,Other,FAQ,3695,4798,4149,07-Oct-25,Maharashtra
759,Agra,Achhnera,Onion,Other,FAQ,3468,5286,4264,07-Oct-25,Uttar Pradesh
760,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3597,5465,4489,08-Oct-25,Rajasthan
761,Pune,Pune,Onion,Other,FAQ,3516,5214,4333,08-Oct-25,Maharashtra
762,Agra,Achhnera,Onion,Other,FAQ,3219,4406,3980,08-Oct-25,Uttar Pradesh
763,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3468,5061,4273,09-Oct-25,Rajasthan
764,Pune,Pune,Onion,Other,FAQ,3540,4729,4099,09-Oct-25,Maharashtra
765,Agra,Achhnera,Onion,Other,FAQ,3619,4726,4174,09-Oct-25,Uttar Pradesh
766,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3508,4902,4099,10-Oct-25,Rajasthan
767,Pune,Pune,Onion,Other,FAQ,3730,4846,4258,10-Oct-25,Maharashtra
768,Agra,Achhnera,Onion,Other,FAQ,3307,4931,3992,10-Oct-25,Uttar Pradesh
769,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3488,5146,4192,11-Oct-25,Rajasthan
770,Pune,Pune,Onion,Other,FAQ,3807,4989,4258,11-Oct-25,Maharashtra
771,Agra,Achhnera,Onion,Other,FAQ,3912,5372,4353,11-Oct-25,Uttar Pradesh
772,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3483,4697,4260,12-Oct-25,Rajasthan
773,Pune,Pune,Onion,Other,FAQ,3556,5016,4081,12-Oct-25,Maharashtra
774,Agra,Achhnera,Onion,Other,FAQ,3445,4944,4211,12-Oct-25,Uttar Pradesh
775,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3694,5112,4321,13-Oct-25,Rajasthan
776,Pune,Pune,Onion,Other,FAQ,3677,5166,4202,13-Oct-25,Maharashtra
777,Agra,Achhnera,Onion,Other,FAQ,3560,5238,4368,13-Oct-25,Uttar Pradesh
778,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3619,5413,4332,14-Oct-25,Rajasthan
779,Pune,Pune,Onion,Other,FAQ,3734,4642,4211,14-Oct-25,Maharashtra
780,Agra,Achhnera,Onion,Other,FAQ,3592,4816,4189,14-Oct-25,Uttar Pradesh
781,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3774,4784,4299,15-Oct-25,Rajasthan
782,Pune,Pune,Onion,Other,FAQ,3204,4435,3990,15-Oct-25,Maharashtra
783,Agra,Achhnera,Onion,Other,FAQ,3364,4844,4123,15-Oct-25,Uttar Pradesh
784,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3376,5042,4193,16-Oct-25,Rajasthan
785,Pune,Pune,Onion,Other,FAQ,3699,4690,4234,16-Oct-25,Maharashtra
786,Agra,Achhnera,Onion,Other,FAQ,3698,5261,4304,16-Oct-25,Uttar Pradesh
787,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3539,4756,4002,17-Oct-25,Rajasthan
788,Pune,Pune,Onion,Other,FAQ,3782,5399,4391,17-Oct-25,Maharashtra
789,Agra,Achhnera,Onion,Other,FAQ,3339,4813,4117,17-Oct-25,Uttar Pradesh
790,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3410,4570,4064,18-Oct-25,Rajasthan
791,Pune,Pune,Onion,Other,FAQ,3634,4800,4128,18-Oct-25,Maharashtra
792,Agra,Achhnera,Onion,Other,FAQ,3605,4792,4050,18-Oct-25,Uttar Pradesh
793,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3964,5049,4430,19-Oct-25,Rajasthan
794,Pune,Pune,Onion,Other,FAQ,3789,5165,4315,19-Oct-25,Maharashtra
795,Agra,Achhnera,Onion,Other,FAQ,3495,4560,4111,19-Oct-25,Uttar Pradesh
796,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3467,4783,4008,20-Oct-25,Rajasthan
797,Pune,Pune,Onion,Other,FAQ,3237,4521,4023,20-Oct-25,Maharashtra
798,Agra,Achhnera,Onion,Other,FAQ,3505,4827,4081,20-Oct-25,Uttar Pradesh
799,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3613,5017,4164,21-Oct-25,Rajasthan
800,Pune,Pune,Onion,Other,FAQ,3597,4828,4215,21-Oct-25,Maharashtra
801,Agra,Achhnera,Onion,Other,FAQ,3648,5199,4251,21-Oct-25,Uttar Pradesh
802,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3543,4635,4004,22-Oct-25,Rajasthan
803,Pune,Pune,Onion,Other,FAQ,3290,4726,3989,22-Oct-25,Maharashtra
804,Agra,Achhnera,Onion,Other,FAQ,3767,5181,4245,22-Oct-25,Uttar Pradesh
805,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3753,4961,4316,23-Oct-25,Rajasthan
806,Pune,Pune,Onion,Other,FAQ,3506,4772,4040,23-Oct-25,Maharashtra
807,Agra,Achhnera,Onion,Other,FAQ,3555,4938,4356,23-Oct-25,Uttar Pradesh
808,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3839,5444,4422,24-Oct-25,Rajasthan
809,Pune,Pune,Onion,Other,FAQ,3531,5098,4247,24-Oct-25,Maharashtra
810,Agra,Achhnera,Onion,Other,FAQ,3452,4520,4035,24-Oct-25,Uttar Pradesh
811,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3519,4932,4032,25-Oct-25,Rajasthan
812,Pune,Pune,Onion,Other,FAQ,3428,5050,4206,25-Oct-25,Maharashtra
813,Agra,Achhnera,Onion,Other,FAQ,3390,4691,3950,25-Oct-25,Uttar Pradesh
814,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3440,4675,4155,26-Oct-25,Rajasthan
815,Pune,Pune,Onion,Other,FAQ,3401,4732,4148,26-Oct-25,Maharashtra
816,Agra,Achhnera,Onion,Other,FAQ,3788,4755,4303,26-Oct-25,Uttar Pradesh
817,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3525,4677,4067,27-Oct-25,Rajasthan
818,Pune,Pune,Onion,Other,FAQ,3526,4913,4346,27-Oct-25,Maharashtra
819,Agra,Achhnera,Onion,Other,FAQ,3709,5223,4469,27-Oct-25,Uttar Pradesh
820,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3579,4514,4102,28-Oct-25,Rajasthan
821,Pune,Pune,Onion,Other,FAQ,3579,4937,4249,28-Oct-25,Maharashtra
822,Agra,Achhnera,Onion,Other,FAQ,3845,5112,4485,28-Oct-25,Uttar Pradesh
823,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3443,4592,4065,29-Oct-25,Rajasthan
824,Pune,Pune,Onion,Other,FAQ,3658,4684,4082,29-Oct-25,Maharashtra
825,Agra,Achhnera,Onion,Other,FAQ,3441,4801,4061,29-Oct-25,Uttar Pradesh
826,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3431,4715,4247,30-Oct-25,Rajasthan
827,Pune,Pune,Onion,Other,FAQ,3580,4813,4137,30-Oct-25,Maharashtra
828,Agra,Achhnera,Onion,Other,FAQ,3405,4846,4197,30-Oct-25,Uttar Pradesh
829,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3524,5283,4271,31-Oct-25,Rajasthan
830,Pune,Pune,Onion,Other,FAQ,3485,5033,4034,31-Oct-25,Maharashtra
831,Agra,Achhnera,Onion,Other,FAQ,3942,5314,4386,31-Oct-25,Uttar Pradesh
832,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3571,4546,4050,01-Nov-25,Rajasthan
833,Pune,Pune,Onion,Other,FAQ,3513,5035,4360,01-Nov-25,Maharashtra
834,Agra,Achhnera,Onion,Other,FAQ,3597,5045,4173,01-Nov-25,Uttar Pradesh
835,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3619,4662,4076,02-Nov-25,Rajasthan
836,Pune,Pune,Onion,Other,FAQ,3522,4688,4164,02-Nov-25,Maharashtra
837,Agra,Achhnera,Onion,Other,FAQ,3766,4676,4188,02-Nov-25,Uttar Pradesh
838,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3712,5148,4142,03-Nov-25,Rajasthan
839,Pune,Pune,Onion,Other,FAQ,3656,5125,4179,03-Nov-25,Maharashtra
840,Agra,Achhnera,Onion,Other,FAQ,3753,5228,4219,03-Nov-25,Uttar Pradesh
841,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3744,4792,4236,04-Nov-25,Rajasthan
842,Pune,Pune,Onion,Other,FAQ,3472,5043,4137,04-Nov-25,Maharashtra
843,Agra,Achhnera,Onion,Other,FAQ,3640,4540,4115,04-Nov-25,Uttar Pradesh
844,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3539,4504,4076,05-Nov-25,Rajasthan
845,Pune,Pune,Onion,Other,FAQ,3258,4356,3801,05-Nov-25,Maharashtra
846,Agra,Achhnera,Onion,Other,FAQ,3691,5463,4376,05-Nov-25,Uttar Pradesh
847,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3733,4903,4269,06-Nov-25,Rajasthan
848,Pune,Pune,Onion,Other,FAQ,3989,5356,4500,06-Nov-25,Maharashtra
849,Agra,Achhnera,Onion,Other,FAQ,3323,4979,4140,06-Nov-25,Uttar Pradesh
850,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3508,4610,4106,07-Nov-25,Rajasthan
851,Pune,Pune,Onion,Other,FAQ,3781,5539,4481,07-Nov-25,Maharashtra
852,Agra,Achhnera,Onion,Other,FAQ,3541,4840,4295,07-Nov-25,Uttar Pradesh
853,Jaipur,Jaipur (F&V),Onion,Other,FAQ,3534,5183,4199,08-Nov-25,Rajasthan
854,Pune,Pune,Onion,Other,FAQ,3658,5047,4177,08-Nov-25,Maharashtra
